mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
104527,Malta,2010,92057,272.40199302920786,15.931963343944561
104528,Singapur,2002,78493,241.05983685740438,10.380951128670548
104529,Liberia,2001,70293,372.3362578805312,5.309688950164954
104530,Grecia,2015,5220,239.64783788033824,15.040640372025312
104531,Singapur,2020,94158,290.6078921112447,12.389185594691597
104532,Malta,2018,138660,210.40634894963927,6.785362300121459
104533,Grecia,2015,83327,184.53541748933193,11.337312017562041
104534,Singapur,1992,97835,138.3733390294717,5.669978941532424
104535,Singapur,1998,16468,251.06240026932235,16.76472241268922
104536,Singapur,1996,65069,258.4512834307247,8.06648987823827
104537,Malta,2004,118544,218.48871003939794,15.855332436510817
104538,Malta,1996,46845,267.5279368599864,14.84018488963715
104539,Malta,1997,26897,276.24039178991063,11.105614236260363
104540,Liberia,2020,11417,136.4284122559889,7.123807784807725
104541,Panamá,2000,143983,179.22162180831697,16.59739566060544
104542,Panamá,2001,25119,358.1117998799883,7.7494443116828595
104543,Panamá,2015,145562,245.01146069068324,7.368714969127709
104544,Panamá,2006,32093,204.0758227918154,7.853868410963326
104545,Malta,2020,9674,121.37849482178055,8.79173314287923
104546,Panamá,2013,39346,252.61117876325918,10.0630280026616
104547,Malta,1997,44081,292.3989319570586,17.8792016502748
104548,Grecia,1992,113033,269.7145195137583,13.621378434912794
104549,Malta,2008,145621,335.94989674642005,6.071952714458911
104550,Liberia,2005,90752,183.98806484916253,6.008954615120513
104551,Panamá,2000,113908,115.4234757171834,5.788466554424408
104552,Malta,2008,128529,273.8657595933614,11.03734057167847
104553,Grecia,2017,39111,169.31735713969363,10.15747143470624
104554,Singapur,2012,7315,154.78408605500397,16.266546496758384
104555,Grecia,2018,52477,294.73645216146616,10.020195031163695
104556,Panamá,1999,72701,260.17786596853506,10.639644799579544
104557,Liberia,2020,120057,356.5924233671409,13.259088191815916
104558,Malta,2010,137670,331.64175086332625,15.301744135367263
104559,Malta,2009,126063,235.77514839001182,15.533403697127506
104560,Singapur,2000,62784,192.84451518375664,14.502068051216067
104561,Liberia,1994,17004,393.1060692161329,11.381034017449036
104562,Malta,1995,56992,302.50142736272994,17.201652231228522
104563,Malta,2008,145541,396.8158879546796,10.446326241639227
104564,Malta,2012,94715,274.4305271258274,10.736628999238121
104565,Singapur,2004,94569,170.28904617630963,16.103148909701385
104566,Panamá,2022,93609,301.7213198739584,9.4210611623482
104567,Singapur,2008,59108,371.7938348055768,10.094575583716454
104568,Singapur,2018,118526,290.67914913525357,7.835065357050748
104569,Grecia,2004,35250,239.85839185109407,5.2294120150675845
104570,Malta,2007,89401,166.30844441043976,14.537948977180656
104571,Panamá,2015,101881,315.46270446819017,5.357313327608024
104572,Grecia,2007,30588,194.02580961968872,11.835546274094927
104573,Malta,2011,44811,230.47769263630687,17.67334154186772
104574,Malta,1992,126119,301.0916453026277,12.81231301232306
104575,Singapur,1991,92676,246.05239462902094,5.392617030260778
104576,Liberia,1998,95454,268.9530930934516,13.993673846496874
104577,Grecia,2019,24177,163.38854731431184,14.938864216522287
104578,Singapur,1998,134742,345.82764970549766,9.251794604510426
104579,Grecia,2006,118870,145.47161609562164,5.631964064857584
104580,Malta,1999,32258,151.95897199432181,8.936490103421775
104581,Singapur,1999,79123,117.58339538927324,5.439888821868196
104582,Panamá,2013,92566,312.22918673026845,9.278484546792418
104583,Malta,2006,28796,379.6247108749782,15.273399737193524
104584,Grecia,1997,144590,121.10371395023193,16.84404455680745
104585,Panamá,2008,140238,153.1794551471377,10.391499612810804
104586,Grecia,2004,19095,211.8699947832898,16.90120727470591
104587,Malta,2011,98666,184.86155706575528,16.163462158045505
104588,Panamá,2000,47766,289.0768632527563,10.943643274939253
104589,Malta,2002,55645,112.01164330916448,16.635085597458993
104590,Malta,2005,23940,274.8547742495381,11.665104524132037
104591,Singapur,2019,53109,265.5501179095759,13.854663546418854
104592,Malta,1991,104931,112.41071829300178,5.089533299806475
104593,Liberia,1992,97595,212.69380734363043,13.303266931627304
104594,Panamá,2006,15811,376.28727464162597,13.531411748945109
104595,Malta,2023,21548,157.82007680438736,9.118280098316172
104596,Liberia,2005,29837,378.8867971150892,15.760061078588237
104597,Panamá,2010,80890,319.21781040734317,8.19396812532441
104598,Malta,2013,140371,177.74864743850696,12.522378863297408
104599,Singapur,2020,75048,102.54936777120557,11.573783340703404
104600,Panamá,2003,127461,226.84328230603003,11.041254775081283
104601,Malta,2005,90310,279.73717527434013,5.274766029044447
104602,Panamá,2017,18064,132.36487665436485,17.58090034068858
104603,Singapur,2015,55886,119.03942011550062,14.666813679137404
104604,Panamá,2011,119488,113.37152798796485,5.3279259239089685
104605,Liberia,2013,140836,327.3049929740019,9.789098173346135
104606,Grecia,2021,114077,330.86987406502254,9.32615076881883
104607,Singapur,1990,127401,299.63316359053454,9.441783298634835
104608,Panamá,2019,88363,315.17560839695204,12.016706034783127
104609,Panamá,2002,115536,204.17363021200276,5.201842369535559
104610,Liberia,2001,11073,135.81133667660208,7.452158797514681
104611,Panamá,2013,58225,140.70297042207773,7.105998684298753
104612,Panamá,1990,88574,194.38534808743464,8.33608765426966
104613,Liberia,2010,66171,212.32782727713965,16.05661312445719
104614,Malta,2004,6307,372.3744840997251,5.55241896680395
104615,Grecia,2022,113744,213.04727828861058,8.754111544493025
104616,Liberia,2004,113960,230.83355585201855,16.856556286804395
104617,Liberia,2004,122174,228.96622498323717,15.761105045118647
104618,Liberia,2002,100976,318.5560265907974,12.866185714891625
104619,Malta,2020,86445,108.78776536512076,8.282662742435663
104620,Grecia,2006,98872,234.1542811990208,13.538529356111757
104621,Grecia,1994,87186,360.6573824272631,15.491124264910244
104622,Panamá,1990,22508,361.7910484403507,9.347862444719482
104623,Liberia,2014,29007,321.86318334669664,5.702919556500654
104624,Malta,1996,79826,220.389196233802,17.8501327549911
104625,Malta,2015,120372,175.31825909461142,9.732013253754637
104626,Malta,2013,118583,127.32321369607162,15.984120990907241
104627,Liberia,2004,103700,244.47738097078874,7.561396716228871
104628,Singapur,2022,77478,356.952607384592,16.121304914634354
104629,Singapur,2016,134133,204.5485373856989,17.08743059057339
104630,Liberia,2000,115662,254.05855542337483,12.895259534188973
104631,Panamá,2000,134337,198.4573743965737,15.665139432764342
104632,Panamá,1998,105274,220.84703370046572,16.446572299936363
104633,Panamá,1994,107633,142.02952628360285,15.856072933567173
104634,Malta,2015,119490,308.07313160911247,17.18340256879716
104635,Malta,2004,85987,114.78342088332302,8.361878672151652
104636,Grecia,2018,148447,392.2487021836591,6.5524610273397155
104637,Malta,2011,59833,215.22088036604646,16.38426301383774
104638,Malta,1994,111048,181.44192468409963,17.777769394849493
104639,Malta,2016,10488,276.9298358334722,7.098361866529703
104640,Panamá,2002,19253,370.79858928407475,14.164331243449412
104641,Singapur,1998,26790,365.1539699080735,12.091279919361893
104642,Panamá,2015,115865,377.5535088833728,8.065105030649525
104643,Grecia,2022,89057,128.25891124338617,14.269452577186478
104644,Liberia,2006,90527,167.98679602757386,13.520013716168444
104645,Liberia,2021,149567,122.01376789340429,10.416609943686304
104646,Grecia,2018,92462,127.90099963395437,5.216954797085386
104647,Malta,2015,114775,156.43040757381738,15.78567290187179
104648,Panamá,2001,93045,136.0833964494715,7.901136980135677
104649,Singapur,2020,73886,199.57538718819313,14.004588872496772
104650,Grecia,2011,98913,222.57413550043464,17.975254570208357
104651,Panamá,2015,48841,201.73709772367306,17.103734620430416
104652,Panamá,2022,9025,222.50296488544464,11.298982716271135
104653,Panamá,2005,7696,360.35894227541644,6.0967274484191405
104654,Panamá,1997,134222,348.33562842335687,16.611133683046504
104655,Panamá,2005,61377,388.7927100772373,5.16036354884188
104656,Liberia,2019,14123,336.260924338537,9.0926197374362
104657,Malta,2000,96108,352.57423622155824,14.48177067531785
104658,Grecia,2005,134268,308.1630236501096,15.250867414059481
104659,Malta,2012,132585,152.29737153217488,12.486072559304706
104660,Malta,1991,145371,380.96804459448043,9.202828245256073
104661,Malta,2003,82574,162.75920043909963,6.502368202078126
104662,Grecia,2004,104377,303.26547498161113,11.435363730448035
104663,Malta,2013,36685,168.91906337068562,12.947151027246221
104664,Panamá,1991,124469,126.90296580018884,17.718025171679916
104665,Malta,2023,116405,158.8345567400884,17.678637479255904
104666,Singapur,2019,31458,169.62811224506135,15.62422434150998
104667,Singapur,1999,29299,214.14880346783573,6.515845026393626
104668,Panamá,1995,22852,120.76350320423371,17.001408051543986
104669,Singapur,2010,99224,275.70902454775415,10.714091970951374
104670,Singapur,2007,58717,339.6606221614085,6.099365250798892
104671,Liberia,2011,131320,329.34192843702635,14.110308968945924
104672,Malta,2016,78577,351.2188624896001,14.312042950070984
104673,Panamá,1998,139387,393.8374266391482,6.36922443131785
104674,Liberia,2009,111117,398.74569821544185,5.818621151812911
104675,Panamá,2016,124508,223.14035547920602,17.46548672060743
104676,Liberia,2021,81068,250.62851681161254,13.707414770764752
104677,Panamá,2001,22811,249.45493338562542,8.403650878224788
104678,Panamá,2008,136565,292.61586448857383,11.677516741582794
104679,Singapur,2023,62605,173.70718769124542,13.366687284436242
104680,Grecia,2002,49807,331.7747040773656,11.17358376733495
104681,Singapur,2020,51620,138.0044643244995,7.697449259603857
104682,Liberia,1999,59103,385.3596271160848,5.885244690657428
104683,Malta,2003,134814,137.42193022891024,15.649818209495407
104684,Malta,2017,105349,322.7995554438625,12.87092927500457
104685,Liberia,2004,130587,219.1501701267164,5.508657943340241
104686,Singapur,2005,104594,290.1547275935102,15.873309353618748
104687,Malta,2012,129685,194.29304536924903,11.407464591169397
104688,Singapur,1990,58432,135.90744286694263,10.835377917118857
104689,Grecia,2020,79891,381.4170107297563,5.4167224788617085
104690,Liberia,1994,23247,253.02662036029585,16.934138299985783
104691,Singapur,1993,100921,190.1564687873225,6.84499964462845
104692,Panamá,2023,108330,287.34876430249557,13.284522217494757
104693,Malta,2017,44587,177.37349498584058,6.7035899408607245
104694,Panamá,1994,67522,112.13544701682352,14.320285505735365
104695,Malta,1992,49906,338.0967727545197,13.274171645243708
104696,Liberia,2007,139397,398.75955469839556,5.944870708863717
104697,Liberia,2009,15506,386.93312509468706,7.345332977256094
104698,Singapur,2010,30852,363.92481047190296,14.92951961045025
104699,Liberia,2022,101174,324.2268655806468,16.612385188646318
104700,Liberia,2020,22645,148.58428380365797,9.789957069370342
104701,Liberia,2000,149135,146.73579113077443,10.88075329515549
104702,Panamá,1993,106229,144.9031151343333,8.599704193663396
104703,Panamá,2005,105164,237.8837367897619,17.602221308349332
104704,Liberia,1990,5733,242.80103884222427,9.157810004687423
104705,Malta,2012,59149,273.27717378623106,6.0528029458893995
104706,Liberia,2014,65817,168.01597263674597,8.095378667489904
104707,Malta,1992,101291,111.91421904052373,11.250384210034916
104708,Singapur,1993,115177,130.22870488893224,9.491583751463367
104709,Grecia,1999,116008,120.82022913310736,11.239345775825976
104710,Panamá,1992,8319,337.8436149224647,13.558896719684324
104711,Panamá,1994,21139,140.40845390614237,9.067083287276482
104712,Singapur,2019,89332,325.1371168068676,11.023716587354434
104713,Singapur,1992,115556,132.13047291467538,15.667190502699794
104714,Malta,2019,102413,248.75064736270878,16.760570069411862
104715,Panamá,1992,74993,186.35787047291024,14.71541074522962
104716,Grecia,2002,55109,295.4289336490283,6.807860695551406
104717,Liberia,1991,71063,143.79453519856585,13.547407970314534
104718,Liberia,2018,43612,276.5842472696457,16.9172739971428
104719,Grecia,1996,94963,271.47678700579615,14.816077526437034
104720,Liberia,2012,12884,220.88585797602752,6.17959849222418
104721,Panamá,1996,48354,244.74736448933297,13.077806910372631
104722,Grecia,1992,21822,144.09315907970398,8.443747916655152
104723,Malta,1999,88547,343.15422062163594,17.660211133908735
104724,Singapur,2007,28155,281.42736484238094,10.698448474858798
104725,Malta,2023,81361,135.83440073952409,6.9244287875749215
104726,Panamá,2019,12952,375.2613521011497,9.762405302377154
104727,Singapur,1998,136024,286.78793818696266,8.515904483371703
104728,Singapur,2021,137853,151.70091921753982,15.734618772517198
104729,Panamá,1999,107329,167.25454635632846,13.324394252785464
104730,Liberia,2018,71042,161.2418164606501,8.555272997695258
104731,Panamá,2003,41157,167.59071626930003,15.337833545721098
104732,Malta,1995,30985,162.93167406888998,6.98630578701074
104733,Grecia,1994,145822,323.79171298165403,7.690137513414747
104734,Grecia,2010,116071,277.41995297915577,6.305927338653537
104735,Panamá,1993,38420,170.00545656433246,12.67752877600409
104736,Liberia,1995,119369,379.58561987984166,5.5862104298624695
104737,Malta,2007,59058,103.48500122060051,14.138279155632034
104738,Grecia,1997,88690,305.677398828376,7.6592485311129455
104739,Panamá,1992,103810,263.0152385274295,13.52270383985027
104740,Panamá,1990,44279,259.43090919066947,13.019402838949329
104741,Liberia,2012,71880,265.40568248051704,6.684973160064416
104742,Liberia,2016,49133,245.98807969874312,5.588166345011103
104743,Malta,2009,112194,383.94348851761464,5.525911118892008
104744,Liberia,2001,27533,285.62203418479174,6.880379459354071
104745,Liberia,1994,116173,237.8180279775045,12.006518417659246
104746,Liberia,1990,118828,358.01652798392576,12.185139835678065
104747,Liberia,2006,39169,366.8971009323425,9.054316935880774
104748,Singapur,2021,72911,332.32106579827604,5.760193903345602
104749,Malta,1993,121138,272.14303712243236,14.283043806709678
104750,Liberia,1991,130641,112.8102842977437,7.143002566827732
104751,Singapur,2014,8072,373.03157827945506,14.272579511502002
104752,Liberia,2008,66627,345.2692514482867,7.192241256081816
104753,Panamá,2008,26838,380.05353368626805,6.486128718953821
104754,Liberia,2011,148807,140.35949899124074,15.862476836609725
104755,Grecia,2001,64746,388.343617543367,13.186963897553385
104756,Liberia,1992,71596,389.7088772818127,5.894474130777755
104757,Singapur,1997,133776,236.0165591613063,6.109572182808616
104758,Malta,2018,77731,122.31265378571013,7.670992406955199
104759,Liberia,2014,10781,286.557997526065,12.599536048433837
104760,Malta,2008,22676,287.87360689501776,16.616131800165842
104761,Grecia,2000,126330,259.1809042328289,17.786983689986577
104762,Panamá,2015,24658,198.44331860709408,8.449006198290412
104763,Panamá,1992,92187,121.54488015767113,13.949994903873835
104764,Singapur,1997,16378,268.71445021772524,16.10703496159089
104765,Grecia,2010,16364,194.25170203349933,7.621984631023615
104766,Liberia,1990,77839,129.89719575543702,11.123320816207835
104767,Malta,2020,23764,157.08485017951145,17.147050703710384
104768,Grecia,2010,12280,337.1531648662127,10.695082934630424
104769,Panamá,2016,39765,341.92925096667744,12.875674077617937
104770,Singapur,2022,10859,330.2857725252037,10.814000511929017
104771,Singapur,1995,113833,122.74837222877865,12.285721069696924
104772,Singapur,1992,143312,133.17529715305793,17.167459828048305
104773,Panamá,2005,73371,169.97868690329565,5.905875326336511
104774,Malta,1992,110200,393.81066726194666,7.9196261207747884
